timestamp,src_ip,dst_ip,protocol,packet_size,duration,flag,bytes_sent,bytes_received
2024-02-04 09:26:38,192.168.3.151,10.0.0.32,ICMP,838,24.406,ACK,185338,48319
2024-02-24 17:18:57,192.168.4.51,10.0.0.32,ICMP,1272,9.415,ACK,173296,32630
2024-02-15 00:28:52,192.168.4.116,10.0.0.17,UDP,787,13.557,RST,107140,55815
2024-02-10 04:49:46,45.74.13.144,10.0.0.21,ICMP,59939,0.044,FIN,1926314,62518
2024-02-01 03:47:34,192.168.1.33,10.0.0.10,TCP,1392,29.447,PSH,76043,52490
2024-01-07 09:20:23,192.168.0.76,10.0.0.39,UDP,829,0.382,SYN,171177,50138
2024-02-18 01:11:49,192.168.1.33,10.0.0.24,TCP,1394,9.204,ACK,40899,12226
2024-01-20 01:52:38,192.168.1.33,10.0.0.33,UDP,874,10.204,FIN,183765,7860
2024-02-17 00:37:57,192.168.0.62,10.0.0.46,TCP,457,17.772,PSH,46284,3268
2024-02-11 18:33:38,192.168.5.214,10.0.0.24,UDP,690,27.596,ACK,188681,80924
2024-02-04 00:29:52,192.168.2.27,10.0.0.21,ICMP,994,16.127,ACK,69171,26111
2024-01-08 01:23:59,192.168.4.57,10.0.0.28,UDP,175,9.705,SYN,108000,47294
2024-01-07 03:00:35,192.168.5.122,10.0.0.21,TCP,415,12.695,PSH,1889,73328
2024-02-26 02:46:15,192.168.0.76,10.0.0.42,ICMP,782,14.307,ACK,157652,27416
2024-02-22 04:46:39,192.168.0.219,10.0.0.36,TCP,700,7.177,RST,189983,54635
2024-02-11 01:05:44,192.168.5.122,10.0.0.7,ICMP,812,14.959,RST,48343,83804
2024-02-04 02:06:30,192.168.3.21,10.0.0.39,ICMP,1282,27.095,ACK,154556,36252
2024-01-04 15:11:07,192.168.2.254,10.0.0.12,TCP,518,9.186,SYN,107304,102
2024-01-20 18:05:53,192.168.3.102,10.0.0.15,TCP,1129,25.952,PSH,141737,26041
2024-02-07 01:11:55,192.168.5.167,10.0.0.5,UDP,220,18.527,SYN,22463,91967
2024-02-17 02:13:43,192.168.4.236,10.0.0.6,TCP,394,27.751,RST,71395,78932
2024-02-24 01:29:16,192.168.2.91,10.0.0.14,UDP,49,15.122,ACK,64590,26035
2024-02-17 00:20:35,192.168.4.68,10.0.0.31,UDP,560,22.619,ACK,120935,27336
2024-02-21 13:54:56,192.168.5.77,10.0.0.3,UDP,1335,,FIN,89438,91957
2024-02-05 04:52:24,192.168.2.180,10.0.0.23,TCP,985,9.002,SYN,181351,30515
2024-01-17 17:44:56,192.168.4.109,10.0.0.40,TCP,181,5.625,FIN,81216,48265
2024-01-10 02:13:43,192.168.2.148,10.0.0.25,TCP,1410,21.458,ACK,32035,45193
2024-02-22 10:21:06,192.168.0.251,10.0.0.43,TCP,1435,20.783,FIN,74914,2479
2024-02-29 15:17:49,192.168.2.155,10.0.0.15,UDP,1154,28.692,SYN,54450,52604
2024-02-10 05:29:41,192.168.0.251,10.0.0.27,TCP,769,8.455,ACK,63717,3963
2024-01-17 02:00:04,192.168.1.64,10.0.0.38,ICMP,1376,19.078,PSH,35849,58204
2024-01-27 02:10:38,192.168.5.159,10.0.0.39,UDP,767,14.491,SYN,25029,23990
2024-01-29 02:56:39,192.168.5.150,10.0.0.42,TCP,640,29.2,SYN,64216,29102
2024-02-13 18:25:38,192.168.3.138,10.0.0.50,TCP,266,13.853,SYN,151879,62711
2024-01-02 22:28:55,192.168.1.183,10.0.0.23,TCP,1479,7.934,FIN,61485,68367
2024-01-10 01:14:28,192.168.1.151,10.0.0.25,UDP,716,28.817,FIN,151196,44431
2024-01-19 13:43:15,192.168.4.194,10.0.0.3,UDP,320,7.319,ACK,165354,77964
2024-02-22 14:20:27,192.168.0.92,10.0.0.7,UDP,261,12.05,PSH,138872,92137
2024-02-24 10:27:41,192.168.2.62,10.0.0.40,ICMP,240,25.261,ACK,175797,24073
2024-02-13 16:43:25,192.168.5.77,10.0.0.15,ICMP,292,13.117,PSH,149904,69453
2024-01-03 00:09:22,192.168.1.151,10.0.0.22,UDP,1443,6.833,FIN,158747,41033
2024-01-26 00:57:53,192.168.1.179,10.0.0.2,ICMP,1160,6.558,FIN,98072,24411
2024-01-27 04:13:51,192.168.0.62,10.0.0.39,TCP,277,20.74,FIN,118634,20483
2024-02-19 04:35:07,192.168.4.43,10.0.0.44,UDP,722,8.487,FIN,76902,47856
2024-02-26 01:57:17,192.168.0.221,10.0.0.26,UDP,651,12.054,ACK,82693,56014
2024-02-28 11:30:50,45.79.44.152,10.0.0.12,UDP,42340,0.09,FIN,3238723,62770
2024-01-27 17:33:47,192.168.1.246,10.0.0.29,ICMP,958,26.878,FIN,191634,17833
2024-02-20 19:16:19,192.168.1.246,10.0.0.45,ICMP,320,13.068,ACK,20436,36259
2024-02-15 09:01:37,192.168.0.98,10.0.0.12,UDP,1478,2.013,FIN,165690,63116
2024-02-04 01:58:35,192.168.0.175,10.0.0.46,TCP,59,29.205,FIN,83374,3049
2024-01-17 16:22:47,192.168.4.17,10.0.0.30,UDP,484,12.152,RST,10153,47032
2024-01-31 06:58:59,192.168.2.207,10.0.0.27,ICMP,800,21.475,ACK,20900,61246
2024-01-06 02:13:21,192.168.2.126,10.0.0.4,UDP,1310,7.865,FIN,116662,76868
2024-02-06 16:48:21,192.168.4.68,10.0.0.7,UDP,1131,27.363,FIN,7634,27154
2024-01-16 10:50:35,192.168.4.109,10.0.0.2,ICMP,134,15.219,PSH,78792,42531
2024-02-26 12:23:31,192.168.0.250,10.0.0.24,ICMP,138,9.052,SYN,123539,90652
2024-02-14 01:52:41,192.168.0.154,10.0.0.23,TCP,1383,5.89,SYN,156920,36333
2024-02-08 18:46:31,192.168.3.151,10.0.0.25,TCP,129,14.153,FIN,33723,93815
2024-02-05 02:33:21,45.91.57.7,10.0.0.5,ICMP,61928,0.267,ACK,1700835,25507
2024-02-11 09:23:41,192.168.5.68,10.0.0.17,UDP,1461,8.105,ACK,182491,80645
2024-02-10 00:18:09,192.168.1.181,10.0.0.36,TCP,627,7.182,PSH,1246,3539
2024-02-05 13:51:40,192.168.5.118,10.0.0.31,UDP,1322,23.534,RST,46581,61794
2024-01-12 00:51:31,192.168.0.223,10.0.0.8,TCP,370,6.392,PSH,164154,36416
2024-02-20 02:33:30,45.91.57.7,10.0.0.11,UDP,9209,0.205,PSH,3241602,93221
2024-02-10 02:31:50,192.168.2.136,10.0.0.36,ICMP,165,5.71,RST,173709,67494
2024-01-08 00:39:54,192.168.2.207,10.0.0.27,TCP,1420,13.945,SYN,19816,31560
2024-02-22 19:24:25,192.168.3.88,10.0.0.20,TCP,1184,12.539,RST,56806,55112
2024-01-21 04:46:03,192.168.0.62,10.0.0.14,ICMP,953,4.907,RST,170606,8538
2024-01-28 03:39:13,192.168.4.194,10.0.0.14,TCP,626,26.45,RST,1105,94255
2024-01-31 17:57:29,192.168.2.42,10.0.0.46,ICMP,583,27.79,FIN,101724,86871
2024-02-12 02:38:46,192.168.1.179,10.0.0.13,TCP,1314,2.972,RST,68768,24875
2024-01-16 14:38:25,192.168.1.131,10.0.0.14,UDP,422,6.533,FIN,49334,35084
2024-01-29 04:07:53,192.168.0.40,10.0.0.13,ICMP,266,10.538,RST,134669,43149
2024-01-27 10:13:11,192.168.1.33,10.0.0.31,TCP,651,25.709,FIN,67935,75196
2024-01-20 14:07:04,192.168.0.98,10.0.0.33,TCP,979,4.004,PSH,84259,40682
2024-01-10 15:54:46,192.168.3.88,10.0.0.35,ICMP,1022,0.879,SYN,41197,89045
2024-01-25 11:15:57,192.168.0.195,10.0.0.15,TCP,68,27.914,PSH,89895,87711
2024-02-08 15:58:40,192.168.3.24,10.0.0.29,TCP,1324,21.636,FIN,141117,2878
2024-01-08 01:55:23,192.168.2.40,10.0.0.37,UDP,557,16.028,PSH,36309,80737
2024-02-02 01:51:02,192.168.0.29,10.0.0.33,ICMP,1083,24.804,PSH,19280,71464
2024-02-05 18:42:18,192.168.5.167,10.0.0.34,ICMP,700,14.317,PSH,133583,35575
2024-02-19 13:47:21,192.168.5.44,10.0.0.35,UDP,1097,6.177,RST,18122,69648
2024-02-05 00:45:01,192.168.0.154,10.0.0.9,ICMP,1061,18.628,FIN,155641,40454
2024-02-01 04:51:05,192.168.0.40,10.0.0.11,ICMP,1112,22.63,RST,83391,11759
2024-02-06 18:43:17,192.168.0.12,10.0.0.14,TCP,1017,12.137,PSH,7218,2537
2024-01-18 08:23:54,192.168.5.167,10.0.0.33,ICMP,791,21.543,RST,19700,42914
2024-01-12 09:15:54,192.168.0.98,10.0.0.14,TCP,1181,12.669,SYN,108497,27202
2024-01-26 10:35:58,192.168.2.253,10.0.0.20,TCP,180,21.317,SYN,150067,88156
2024-02-01 09:55:43,192.168.5.125,10.0.0.6,ICMP,1464,9.886,RST,73806,42431
2024-01-30 13:41:38,192.168.3.21,10.0.0.27,UDP,1075,0.988,RST,96445,75122
2024-02-24 12:39:23,192.168.4.193,10.0.0.23,UDP,1069,7.861,FIN,122567,11344
2024-01-07 16:03:58,192.168.3.21,10.0.0.10,UDP,107,25.563,FIN,65550,77906
2024-01-07 10:11:35,192.168.1.246,10.0.0.34,ICMP,869,15.298,FIN,197470,54336
2024-01-07 22:08:47,192.168.4.187,10.0.0.28,ICMP,51,29.262,PSH,67406,3273
2024-01-24 02:06:21,192.168.2.6,10.0.0.38,TCP,1388,15.924,RST,569,11992
2024-01-29 12:36:59,192.168.1.183,10.0.0.36,TCP,1103,12.96,PSH,23845,41736
2024-02-02 18:19:36,192.168.2.113,10.0.0.23,ICMP,1488,24.567,FIN,105872,49256
2024-02-07 00:52:11,192.168.5.41,10.0.0.11,TCP,143,24.377,ACK,92018,17105
2024-02-17 04:45:47,192.168.0.219,10.0.0.26,UDP,1090,22.356,SYN,37522,88319
2024-01-27 14:05:08,192.168.4.120,10.0.0.32,UDP,1286,21.038,SYN,166183,81105
2024-01-26 14:01:00,192.168.0.40,10.0.0.43,ICMP,1137,22.692,SYN,29659,53296
2024-01-21 00:36:45,192.168.5.122,10.0.0.19,ICMP,531,13.607,ACK,125072,84664
2024-01-04 23:21:42,45.64.16.8,10.0.0.24,UDP,60592,0.219,RST,740893,84388
2024-02-04 18:40:50,192.168.2.62,10.0.0.14,ICMP,93,16.497,RST,65791,64187
2024-02-17 12:35:15,192.168.0.175,10.0.0.48,UDP,583,6.949,SYN,116386,13744
2024-01-10 03:35:54,192.168.1.179,10.0.0.7,TCP,335,20.294,PSH,131342,25951
2024-02-24 12:07:21,192.168.4.196,10.0.0.37,TCP,177,13.093,FIN,159075,85998
2024-02-22 00:21:26,192.168.1.64,10.0.0.2,TCP,849,14.751,PSH,118257,16807
2024-02-01 00:13:48,192.168.4.225,10.0.0.16,UDP,1042,0.379,RST,25527,3895
2024-01-13 02:56:14,192.168.0.187,10.0.0.49,ICMP,903,0.905,FIN,90455,79328
2024-02-28 01:03:43,192.168.4.120,10.0.0.21,ICMP,858,17.052,FIN,125539,35261
2024-02-05 01:56:10,192.168.3.98,10.0.0.46,UDP,1271,17.906,ACK,53761,99678
2024-01-03 18:06:12,192.168.5.177,10.0.0.4,UDP,1268,12.436,RST,95819,42309
2024-01-07 16:15:12,192.168.5.77,10.0.0.38,ICMP,1109,23.758,ACK,175440,71342
2024-01-19 01:55:09,192.168.2.136,10.0.0.39,UDP,1000,15.79,SYN,199802,39734
2024-01-07 16:25:34,45.64.16.8,10.0.0.44,UDP,60549,0.077,PSH,4756839,29706
2024-01-10 02:49:40,192.168.5.44,10.0.0.25,ICMP,365,27.196,RST,55382,28004
2024-02-18 15:57:23,192.168.0.22,10.0.0.27,TCP,296,7.158,ACK,153759,92518
2024-01-06 03:46:11,192.168.0.175,10.0.0.34,ICMP,782,1.919,SYN,189696,1418
2024-02-20 02:04:50,192.168.2.225,10.0.0.11,UDP,1170,28.754,ACK,151521,51800
2024-01-26 00:46:29,192.168.5.77,10.0.0.38,TCP,128,4.31,FIN,61245,64371
2024-01-13 15:15:24,192.168.1.68,10.0.0.15,ICMP,864,9.128,SYN,50935,55125
2024-02-10 16:40:56,192.168.1.151,10.0.0.19,TCP,963,23.101,PSH,139874,86548
2024-01-27 04:13:22,192.168.0.62,10.0.0.29,TCP,238,5.536,SYN,65971,54376
2024-01-06 16:15:52,192.168.1.222,10.0.0.17,ICMP,408,27.741,FIN,179439,56909
2024-01-12 15:48:01,192.168.0.219,10.0.0.5,ICMP,320,23.438,RST,168664,67072
2024-01-25 18:10:56,192.168.0.98,10.0.0.7,TCP,693,16.602,FIN,185473,45111
2024-02-17 18:59:52,192.168.5.130,10.0.0.18,TCP,1234,21.581,PSH,93512,78157
2024-02-20 03:01:10,192.168.5.150,10.0.0.27,TCP,1057,11.017,ACK,127990,19143
2024-01-17 02:29:54,192.168.5.125,10.0.0.7,ICMP,206,10.974,ACK,129159,86813
2024-01-05 13:10:53,192.168.3.41,10.0.0.50,ICMP,1458,4.126,FIN,74540,61100
2024-02-18 03:17:54,192.168.4.142,10.0.0.30,ICMP,554,2.353,SYN,111004,79766
2024-01-11 02:24:10,192.168.4.109,10.0.0.4,ICMP,1039,11.477,PSH,91167,97144
2024-02-09 09:12:05,192.168.4.225,10.0.0.18,ICMP,1097,10.439,RST,9841,35532
2024-01-28 01:04:43,192.168.2.208,10.0.0.13,UDP,776,29.32,FIN,81359,1887
2024-02-23 23:11:45,192.168.3.138,10.0.0.12,TCP,63,29.268,RST,130969,14196
2024-02-24 03:26:51,192.168.5.77,10.0.0.1,ICMP,1400,22.065,PSH,168091,66293
2024-02-28 00:27:57,192.168.5.81,10.0.0.19,TCP,892,14.439,PSH,28783,52979
2024-02-26 02:12:12,192.168.4.236,10.0.0.38,TCP,799,19.119,RST,3554,52657
2024-01-28 03:15:44,192.168.0.22,10.0.0.46,ICMP,1002,6.681,SYN,124597,76239
2024-01-03 00:00:48,192.168.0.223,10.0.0.21,ICMP,1055,8.469,SYN,135317,70521
2024-01-27 13:12:07,192.168.3.230,10.0.0.42,UDP,1179,14.763,RST,13787,5532
2024-02-06 01:00:26,45.21.111.60,10.0.0.29,UDP,19804,0.145,ACK,1131079,84786
2024-01-22 09:58:02,192.168.1.151,10.0.0.20,TCP,431,9.426,SYN,172694,86418
2024-01-07 03:26:17,192.168.5.125,10.0.0.15,UDP,68,10.96,SYN,94775,19323
2024-02-11 13:19:49,192.168.1.33,10.0.0.7,UDP,393,8.448,ACK,10442,43110
2024-01-14 00:20:36,192.168.2.17,10.0.0.50,TCP,969,14.788,ACK,109709,80854
2024-02-10 02:07:21,192.168.3.98,10.0.0.8,UDP,1411,14.813,SYN,67642,15836
2024-01-11 00:04:58,192.168.2.208,10.0.0.50,ICMP,1428,2.86,RST,159671,29977
2024-01-07 03:03:25,192.168.1.172,10.0.0.50,UDP,824,17.274,SYN,22954,61293
2024-01-04 00:11:43,192.168.1.131,10.0.0.15,ICMP,752,26.456,SYN,31795,31250
2024-02-04 03:27:55,192.168.0.64,10.0.0.50,TCP,552,6.097,PSH,157564,83518
2024-01-26 00:34:43,192.168.5.109,10.0.0.32,UDP,1452,2.411,FIN,46555,87674
2024-02-20 13:00:25,192.168.1.222,10.0.0.3,UDP,528,14.993,SYN,139867,93550
2024-02-03 03:55:24,192.168.2.253,10.0.0.43,TCP,687,24.667,RST,151198,81265
2024-02-06 09:55:40,192.168.1.96,10.0.0.3,ICMP,254,2.948,RST,112693,51480
2024-02-18 03:52:59,192.168.2.117,10.0.0.31,ICMP,241,2.636,RST,45232,54465
2024-02-02 18:40:06,192.168.5.125,10.0.0.4,TCP,1221,5.206,PSH,109728,40965
2024-01-12 16:01:51,192.168.1.131,10.0.0.30,TCP,680,19.531,RST,117147,67434
2024-02-04 13:30:05,192.168.0.59,10.0.0.24,ICMP,586,24.181,PSH,14776,69473
2024-02-11 00:32:30,192.168.5.177,10.0.0.46,TCP,973,7.782,FIN,48124,81504
2024-02-03 11:26:00,192.168.1.139,10.0.0.3,UDP,139,10.604,SYN,118714,20234
2024-01-04 01:37:30,192.168.3.98,10.0.0.6,UDP,1316,22.667,FIN,181575,54401
2024-01-07 18:21:37,192.168.3.151,10.0.0.43,UDP,417,28.185,FIN,136494,635
2024-01-09 18:21:06,192.168.4.103,10.0.0.45,UDP,307,1.222,SYN,171045,32468
2024-02-17 18:50:33,192.168.1.131,10.0.0.16,ICMP,190,8.291,PSH,125258,45468
2024-01-07 15:28:15,192.168.0.156,10.0.0.38,ICMP,1099,13.315,SYN,161830,14303
2024-01-02 09:14:33,192.168.4.197,10.0.0.22,UDP,502,20.672,ACK,99563,29770
2024-01-22 04:10:34,192.168.5.125,10.0.0.13,TCP,690,29.6,ACK,73009,41427
2024-01-24 12:09:32,45.74.13.144,10.0.0.18,ICMP,37889,0.359,RST,1676346,54191
2024-01-08 02:39:06,192.168.5.166,10.0.0.25,ICMP,328,27.263,ACK,24803,18624
2024-01-28 01:59:38,192.168.3.88,10.0.0.23,UDP,322,14.069,PSH,104286,54994
2024-01-28 05:39:42,192.168.5.88,10.0.0.39,TCP,717,2.208,FIN,154400,34981
2024-01-19 11:42:06,192.168.4.116,10.0.0.32,TCP,593,7.201,ACK,47504,92159
2024-01-16 01:14:45,192.168.2.6,10.0.0.48,TCP,262,18.819,SYN,91458,40064
2024-01-08 03:15:39,192.168.2.40,10.0.0.35,UDP,1107,22.006,SYN,131152,83759
2024-01-18 16:18:33,192.168.2.207,10.0.0.17,UDP,1223,,SYN,191016,13594
2024-02-11 09:46:55,192.168.1.130,10.0.0.41,TCP,1017,23.077,SYN,196685,3827
2024-02-08 18:12:53,192.168.0.223,10.0.0.22,UDP,286,9.046,PSH,186298,1003
2024-01-04 04:20:24,192.168.4.57,10.0.0.15,UDP,954,3.549,ACK,144841,46893
2024-01-10 04:01:29,192.168.0.221,10.0.0.17,TCP,132,21.583,RST,43447,87299
2024-02-25 11:26:57,192.168.1.151,10.0.0.33,ICMP,1215,6.412,PSH,141946,38154
2024-01-03 14:17:36,192.168.2.17,10.0.0.29,UDP,558,8.059,SYN,19962,88338
2024-02-22 00:09:18,192.168.0.59,10.0.0.14,ICMP,718,9.093,PSH,191580,91186
2024-02-24 15:17:06,45.27.52.174,10.0.0.19,ICMP,42149,0.194,FIN,2323420,40087
2024-01-17 10:04:58,192.168.3.24,10.0.0.49,UDP,217,27.233,RST,178404,91564
2024-02-07 00:17:31,192.168.5.59,10.0.0.14,UDP,977,25.822,ACK,134052,84080
2024-01-27 15:25:03,192.168.2.17,10.0.0.44,TCP,980,3.849,SYN,80626,17201
2024-01-15 00:58:18,192.168.3.24,10.0.0.31,TCP,748,8.772,FIN,117417,65738
2024-02-08 17:34:28,45.79.44.152,10.0.0.26,UDP,57289,0.229,PSH,2774801,4119
2024-02-02 10:21:38,192.168.1.139,10.0.0.2,ICMP,483,10.268,PSH,30777,55638
2024-01-19 09:11:46,192.168.2.253,10.0.0.41,TCP,504,0.112,ACK,25912,61836
2024-02-05 11:31:15,192.168.0.207,10.0.0.23,UDP,458,12.446,ACK,54134,65959
2024-01-19 00:38:40,192.168.5.167,10.0.0.22,UDP,994,18.382,FIN,42250,75174
2024-02-21 01:11:08,192.168.0.250,10.0.0.12,UDP,1151,5.791,PSH,110591,63165
2024-01-24 00:52:12,192.168.5.144,10.0.0.34,ICMP,344,28.258,SYN,148821,60414
2024-02-02 17:21:47,192.168.2.42,10.0.0.19,ICMP,697,23.957,PSH,118025,2230
2024-02-10 00:57:59,192.168.0.223,10.0.0.43,ICMP,1392,12.861,PSH,171812,94280
2024-01-04 14:15:08,192.168.5.44,10.0.0.41,ICMP,319,6.223,FIN,101017,99686
2024-01-10 03:45:00,192.168.5.177,10.0.0.39,TCP,209,19.689,FIN,78144,85883
2024-02-10 02:09:15,192.168.2.27,10.0.0.8,TCP,679,25.582,ACK,9313,94040
2024-02-24 03:23:54,192.168.1.183,10.0.0.17,TCP,742,25.925,PSH,101594,17189
2024-01-01 00:38:01,192.168.0.219,10.0.0.49,ICMP,538,6.981,FIN,15267,23304
2024-01-23 03:10:00,192.168.5.109,10.0.0.23,TCP,1429,26.463,PSH,148836,44563
2024-01-02 00:01:24,192.168.2.136,10.0.0.44,UDP,996,25.822,PSH,60947,24191
2024-01-18 05:53:12,192.168.3.102,10.0.0.17,TCP,568,20.957,FIN,135976,88076
2024-01-19 10:04:45,192.168.1.17,10.0.0.10,UDP,473,4.305,RST,178136,69674
2024-01-12 13:43:53,45.45.125.58,10.0.0.47,TCP,62978,0.221,PSH,2464073,47399
2024-01-04 10:51:39,192.168.2.91,10.0.0.13,UDP,415,8.929,FIN,15659,95303
2024-01-25 03:30:04,192.168.4.116,10.0.0.24,ICMP,1431,0.436,SYN,5933,14178
2024-01-25 14:42:16,192.168.3.98,10.0.0.48,ICMP,1138,19.847,FIN,130579,96052
2024-01-21 16:51:02,45.21.111.60,10.0.0.36,UDP,57166,0.137,PSH,2302942,86146
2024-01-26 00:03:39,192.168.5.44,10.0.0.33,UDP,1016,16.397,SYN,38952,34496
2024-01-06 02:13:41,45.35.214.57,10.0.0.1,ICMP,47179,0.435,ACK,4946479,53052
2024-02-02 02:20:40,192.168.1.172,10.0.0.6,UDP,674,25.936,ACK,195067,88064
2024-02-08 00:58:52,192.168.3.21,10.0.0.47,UDP,926,19.352,FIN,109055,54956
2024-01-09 11:47:21,192.168.1.33,10.0.0.26,TCP,710,7.271,ACK,96264,96328
2024-02-10 05:24:28,192.168.4.43,10.0.0.18,ICMP,892,3.405,RST,86692,45317
2024-01-08 12:02:39,192.168.2.155,10.0.0.6,ICMP,110,20.406,SYN,117382,84778
2024-01-12 18:11:25,192.168.2.180,10.0.0.20,UDP,140,8.381,ACK,668,45415
2024-02-21 10:32:33,192.168.2.225,10.0.0.39,TCP,1241,12.262,ACK,163855,69114
2024-01-23 14:38:53,192.168.3.98,10.0.0.21,TCP,981,14.777,SYN,144394,45574
2024-01-04 16:35:44,192.168.4.65,10.0.0.7,UDP,604,26.818,PSH,111090,69326
2024-01-09 15:14:28,192.168.4.197,10.0.0.7,UDP,136,2.484,RST,44713,382
2024-01-04 04:16:47,192.168.4.43,10.0.0.48,ICMP,633,1.031,FIN,42657,88718
2024-02-27 14:12:24,192.168.4.120,10.0.0.10,ICMP,764,0.733,SYN,113774,33832
2024-02-11 16:54:56,192.168.1.172,10.0.0.21,TCP,1456,22.356,FIN,116104,40290
2024-01-15 10:32:11,192.168.2.17,10.0.0.40,UDP,1317,16.662,ACK,9729,36003
2024-01-22 17:13:16,192.168.0.22,10.0.0.37,ICMP,530,12.47,RST,81502,64657
2024-01-01 22:20:41,192.168.5.150,10.0.0.15,UDP,793,22.692,RST,90604,16428
2024-02-07 00:26:29,192.168.2.207,10.0.0.36,TCP,1467,18.547,ACK,20365,35980
2024-01-10 03:28:16,192.168.5.59,10.0.0.22,TCP,1075,25.186,ACK,122566,81827
2024-01-27 00:14:17,45.21.111.60,10.0.0.12,ICMP,22763,0.446,FIN,3745828,88929
2024-01-27 01:10:52,45.35.214.57,10.0.0.39,TCP,36396,0.048,ACK,2994842,10947
2024-01-07 02:31:26,192.168.1.130,10.0.0.26,ICMP,981,20.558,PSH,10718,17065
2024-01-15 00:10:15,192.168.3.24,10.0.0.11,UDP,412,9.558,ACK,85137,22306
2024-01-22 09:26:36,45.21.111.60,10.0.0.19,TCP,51905,0.404,FIN,1927640,71733
2024-01-29 17:18:11,192.168.0.59,10.0.0.42,UDP,1340,20.669,FIN,119187,5617
2024-01-04 01:54:31,192.168.2.207,10.0.0.11,ICMP,774,11.765,RST,7772,65185
2024-01-24 17:54:53,192.168.1.64,10.0.0.15,TCP,1303,0.798,PSH,132959,35148
